,corcoef
AT2G07737.1,-0.058432458
AT4G17850.1,-0.237603903
AT4G07585.1,-0.109877259
AT4G10320.1,-0.059736578
AT1G08523.1,-0.209549892
AT2G00650.1,-0.091256371
AT4G34570.2,-0.089577397
AT3G48300.2,-0.099401097
AT5G02890.1,-0.297078815
AT5G07820.1,-0.107019124
AT3G07730.1,-0.068784297
AT1G26180.2,-0.179198761
AT1G78940.3,-0.050272369
AT5G42825.1,-0.297492879
AT3G11440.2,-0.180390023
AT3G15940.2,-0.097745327
AT5G27160.1,-0.079977488
AT1G37110.1,-0.188997888
AT5G28260.1,-0.107273698
AT4G05073.1,-0.12956359
AT2G29570.1,-0.179869647
AT4G03125.1,-0.13057815
AT5G43170.1,-0.283640007
AT1G66245.1,-0.246706516
AT5G34856.1,-0.086255795
AT1G51520.1,-0.128491069
AT3G21450.1,-0.297467742
AT2G35650.2,-0.333880535
AT2G39230.1,-0.121063917
AT2G06550.1,-0.158831959
AT1G04540.1,-0.058591981
AT1G70000.1,-0.103690619
AT1G76260.1,-0.216840902
AT3G06325.1,-0.166461496
AT1G06360.2,-0.180273218
AT1G07513.1,-0.092431514
AT1G05603.1,-0.130785242
AT4G04500.3,-0.181088797
AT5G42310.1,-0.178636754
AT1G09647.1,-0.177257079
AT2G14350.1,-0.193790613
AT1G50050.2,-0.385810179
AT3G03995.1,-0.111055534
AT2G04560.1,-0.27647773
AT1G73480.1,-0.074083136
AT3G13677.2,-0.193590632
AT3G05060.1,-0.370150689
AT1G15530.1,-0.168597139
AT4G39400.1,-0.225460751
AT3G33011.1,-0.188950164
AT3G62610.1,-0.181410678
AT4G09310.1,-0.372548617
AT3G30820.1,-0.097726916
AT2G16410.1,-0.080913101
AT1G51840.2,-0.303636705
AT5G64040.1,-0.186764433
AT3G16850.1,-0.075490521
AT3G54770.3,-0.059780518
AT5G17380.1,-0.28284366
AT1G16445.1,-0.282215747
AT3G06085.1,-0.188487051
AT1G11560.1,-0.206915928
AT1G63960.2,-0.088793834
AT5G09795.1,-0.183871724
AT5G42530.1,-0.111639918
AT2G08100.1,-0.2071654
AT5G66607.1,-0.137880981
AT3G01740.1,-0.061881344
AT4G31650.2,-0.103081899
AT5G09995.3,-0.211049091
AT1G66740.1,-0.198574092
AT5G22570.1,-0.352355666
AT4G12270.1,-0.209915347
AT1G04773.1,-0.13412797
AT2G46680.1,-0.261222342
AT4G02485.2,-0.087275889
AT5G44290.3,-0.180644099
AT4G08825.1,-0.073632195
AT2G21160.1,-0.222122968
AT5G14760.1,-0.203420129
AT4G36970.1,-0.232356621
AT5G53830.1,-0.064569658
AT4G12230.1,-0.36111113
AT5G11530.2,-0.11341468
AT4G14510.1,-0.247795298
AT1G12040.1,-0.185641732
AT5G09360.1,-0.380572875
AT3G14050.1,-0.271115549
AT1G31210.1,-0.13353392
AT3G51420.1,-0.113516505
AT2G24060.1,-0.167907473
AT1G45904.1,-0.102425026
AT5G20430.1,-0.20852742
AT5G23650.1,-0.143416562
AT4G08975.1,-0.12019871
AT2G29925.1,-0.462498923
AT3G62528.1,-0.152377311
AT1G42210.1,-0.064207253
AT1G12150.2,-0.060244492
AT1G60930.1,-0.17266916
AT3G60240.3,-0.139933318
AT1G08857.1,-0.084094462
AT3G08940.2,-0.647026847
AT5G28100.1,-0.175913681
AT3G11960.3,-0.167097646
ATCG00750.1,-0.097490779
AT1G69670.1,-0.075198139
AT3G06180.1,-0.190112054
AT4G11230.1,-0.208049816
AT1G61390.2,-0.186223108
AT1G43330.1,-0.059725463
AT4G21280.1,-0.160422605
AT5G67265.1,-0.067792671
AT3G18220.1,-0.235856827
AT5G20165.3,-0.167409402
AT3G30250.1,-0.143692806
AT1G26976.1,-0.204205979
AT3G43850.2,-0.18305967
AT5G09925.1,-0.25381887
AT1G65365.1,-0.198229191
ATMG00080.1,-0.131088499
AT3G50925.1,-0.239220782
AT1G02820.1,-0.092109269
AT2G34980.1,-0.119928291
AT2G10555.1,-0.056201115
AT5G32293.1,-0.216227654
AT3G59415.1,-0.210644253
AT1G16380.1,-0.360457827
AT1G30400.2,-0.250171576
AT5G65370.1,-0.185252658
AT5G24870.2,-0.067003183
AT3G17600.1,-0.214995458
AT5G55400.1,-0.158667296
AT5G17140.1,-0.075647935
AT3G16030.3,-0.104253153
AT5G38660.1,-0.244331314
AT5G55610.2,-0.131444951
AT1G28400.1,-0.080374515
AT3G61430.1,-0.093262708
AT5G50020.3,-0.151682916
AT1G05127.1,-0.076365656
AT4G06742.1,-0.128467277
AT4G34120.1,-0.093486294
AT1G67240.1,-0.15064031
AT1G08370.1,-0.235306155
AT5G01940.2,-0.115804299
AT3G26230.1,-0.157115348
AT4G02800.1,-0.126650782
AT4G28480.1,-0.091883926
AT3G47150.1,-0.071163035
AT4G11470.2,-0.0813798
AT1G36770.1,-0.125017215
AT5G06310.1,-0.092807013
AT1G48095.1,-0.195276135
AT4G06815.1,-0.206544383
AT5G45560.2,-0.101032489
AT2G45890.1,-0.088894769
AT3G13432.1,-0.197985314
AT5G08375.1,-0.199210298
AT1G09745.1,-0.183041993
AT4G18170.1,-0.217654554
AT3G01545.1,-0.148705394
AT3G06045.1,-0.13772931
AT2G19802.1,-0.21638458
AT3G17540.1,-0.181546462
AT3G06070.1,-0.330409318
AT2G34208.1,-0.309746554
AT1G50810.1,-0.153291741
AT5G41680.2,-0.256299891
AT3G06750.1,-0.073061805
AT3G31406.1,-0.210248169
AT4G08385.1,-0.106842331
AT5G42840.1,-0.103547212
AT3G44713.1,-0.172401689
AT4G40030.4,-0.145654845
AT2G17040.1,-0.2201201
AT4G39020.1,-0.227800793
AT1G30140.2,-0.192982753
AT2G15960.1,-0.211532718
AT1G52060.1,-0.205417272
AT2G42390.1,-0.179021262
AT3G46950.1,-0.069521747
AT3G06910.1,-0.194428386
AT5G01005.1,-0.107543972
AT2G07320.1,-0.10030448
AT5G17970.1,-0.081108334
AT4G06618.1,-0.114551369
AT2G04440.1,-0.151624293
AT1G08885.1,-0.112382897
AT3G08740.1,-0.067874922
AT2G09680.1,-0.126948069
AT4G19640.3,-0.201539762
AT1G45150.1,-0.108143799
AT3G16310.1,-0.570032092
AT5G56600.1,-0.206777251
AT2G37555.1,-0.244263462
AT3G08695.1,-0.140915978
AT2G21360.1,-0.150448095
AT4G18820.1,-0.179760262
AT3G59480.1,-0.213147002
AT2G02740.1,-0.088093619
AT5G25390.2,-0.21042703
AT4G34280.1,-0.144193856
AT2G47935.1,-0.108137056
AT4G31248.1,-0.135632703
AT4G12735.1,-0.20724874
AT5G19470.2,-0.207948623
AT5G04980.1,-0.246660113
AT4G19940.1,-0.079706355
AT2G11115.1,-0.128026005
AT2G24220.1,-0.165553504
AT2G34560.2,-0.111297759
AT1G70020.1,-0.16375446
AT1G06925.1,-0.124054767
AT3G25570.2,-0.078575143
AT3G13226.1,-0.138333622
AT4G29650.1,-0.20878499
AT3G58890.1,-0.144051193
AT5G03730.1,-0.144467936
AT2G44680.3,-0.082802935
AT2G15420.1,-0.198799345
AT5G58310.1,-0.209461319
AT4G07990.1,-0.180084138
AT1G32340.1,-0.13626382
AT3G28216.1,-0.055558703
AT2G32080.2,-0.070533496
AT3G06380.2,-0.158674014
AT4G20030.1,-0.103380897
AT5G38035.1,-0.105008525
AT1G18070.1,-0.151883776
AT3G18165.1,-0.100916433
AT1G68585.1,-0.098514448
AT2G25305.1,-0.084620559
AT5G23100.1,-0.192055072
AT4G35680.1,-0.06594082
AT2G28490.1,-0.141379355
AT3G14920.1,-0.202985093
